,fens,moves,target_moves,LEGAL_MOVES
5934,rn2k2r/pp3ppp/2p1p3/3p1b2/2PPBB2/2q1PN2/PP3PPP/R3K2R w KQkq - 0 11,a5c3,b2c3,"['e1e2', 'e1f1', 'e1d1', 'f3d2', 'b2c3', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
5935,rn2k2r/pp3ppp/2p1p3/3p1b2/2PPBB2/2P1PN2/P4PPP/R3K2R b KQkq - 0 11,b2c3,f5e4,"['h8g8', 'h8f8', 'e8f8', 'e8d8', 'e8e7', 'e8d7', 'b8d7', 'b8a6', 'f5g6', 'f5g4', 'f5e4', 'f5h3', 'e8g8', 'd5e4', 'd5c4', 'h7h6', 'g7g6', 'f7f6', 'b7b6', 'a7a6', 'e6e5', 'c6c5', 'h7h5', 'g7g5', 'b7b5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
5936,rn2k2r/pp3ppp/2p1p3/3p4/2PPbB2/2P1PN2/P4PPP/R3K2R w KQkq - 0 12,f5e4,c4c5,"['f4b8', 'f4c7', 'f4h6', 'f4d6', 'f4g5', 'f4e5', 'f4g3', 'f3g5', 'f3e5', 'f3h4', 'f3d2', 'f3g1', 'h1g1', 'h1f1', 'e1e2', 'e1d2', 'e1f1', 'e1d1', 'a1d1', 'a1c1', 'a1b1', 'e1g1', 'e1c1', 'c4d5', 'c4c5', 'h2h3', 'g2g3', 'a2a3', 'h2h4', 'g2g4', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
5937,rn2k2r/pp3ppp/2p1p3/2Pp4/3PbB2/2P1PN2/P4PPP/R3K2R b KQkq - 0 12,c4c5,b7b6,"['h8g8', 'h8f8', 'e8f8', 'e8d8', 'e8e7', 'e8d7', 'b8d7', 'b8a6', 'e4g6', 'e4f5', 'e4f3', 'e4d3', 'e4c2', 'e4b1', 'e8g8', 'h7h6', 'g7g6', 'f7f6', 'b7b6', 'a7a6', 'e6e5', 'h7h5', 'g7g5', 'f7f5', 'b7b5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
5938,rn2k2r/pp4pp/2p1pp2/2Pp4/3PbB2/2P1PN2/P4PPP/R3K2R w KQkq - 0 13,f7f6,f4d6,"['f4b8', 'f4c7', 'f4h6', 'f4d6', 'f4g5', 'f4e5', 'f4g3', 'f3g5', 'f3e5', 'f3h4', 'f3d2', 'f3g1', 'h1g1', 'h1f1', 'e1e2', 'e1d2', 'e1f1', 'e1d1', 'a1d1', 'a1c1', 'a1b1', 'e1g1', 'e1c1', 'c3c4', 'h2h3', 'g2g3', 'a2a3', 'h2h4', 'g2g4', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
5939,rn2k2r/pp4pp/2p1pp2/2Pp4/3PbB2/2P1PN2/P4PPP/R4RK1 b kq - 1 13,e1g1,e6e5,"['h8g8', 'h8f8', 'e8f8', 'e8d8', 'e8f7', 'e8e7', 'e8d7', 'b8d7', 'b8a6', 'e4g6', 'e4f5', 'e4f3', 'e4d3', 'e4c2', 'e4b1', 'e8g8', 'h7h6', 'g7g6', 'b7b6', 'a7a6', 'f6f5', 'e6e5', 'h7h5', 'g7g5', 'b7b5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
5940,r3k2r/pp1n2pp/2p1pp2/2Pp4/3PbB2/2P1PN2/P4PPP/R4RK1 w kq - 2 14,b8d7,f4d6,"['f4b8', 'f4c7', 'f4h6', 'f4d6', 'f4g5', 'f4e5', 'f4g3', 'f3g5', 'f3e5', 'f3h4', 'f3d2', 'f3e1', 'g1h1', 'f1e1', 'f1d1', 'f1c1', 'f1b1', 'a1e1', 'a1d1', 'a1c1', 'a1b1', 'c3c4', 'h2h3', 'g2g3', 'a2a3', 'h2h4', 'g2g4', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
5941,r3k2r/pp1n2pp/2pBpp2/2Pp4/3Pb3/2P1PN2/P4PPP/R4RK1 b kq - 3 14,f4d6,e8f7,"['h8g8', 'h8f8', 'e8d8', 'e8f7', 'a8d8', 'a8c8', 'a8b8', 'd7f8', 'd7b8', 'd7b6', 'd7e5', 'd7c5', 'e4g6', 'e4f5', 'e4f3', 'e4d3', 'e4c2', 'e4b1', 'e8c8', 'h7h6', 'g7g6', 'b7b6', 'a7a6', 'f6f5', 'e6e5', 'h7h5', 'g7g5', 'b7b5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
5942,r6r/pp1n1kpp/2pBpp2/2Pp4/3Pb3/2P1PN2/P4PPP/R4RK1 w - - 4 15,e8f7,f3d2,"['d6f8', 'd6b8', 'd6e7', 'd6c7', 'd6e5', 'd6f4', 'd6g3', 'f3g5', 'f3e5', 'f3h4', 'f3d2', 'f3e1', 'g1h1', 'f1e1', 'f1d1', 'f1c1', 'f1b1', 'a1e1', 'a1d1', 'a1c1', 'a1b1', 'c3c4', 'h2h3', 'g2g3', 'a2a3', 'h2h4', 'g2g4', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
5943,r6r/pp1n1kpp/2pBpp2/2Pp4/3Pb3/2P1P3/P2N1PPP/R4RK1 b - - 5 15,f3d2,e4d3,"['h8g8', 'h8f8', 'h8e8', 'h8d8', 'h8c8', 'h8b8', 'a8g8', 'a8f8', 'a8e8', 'a8d8', 'a8c8', 'a8b8', 'f7g8', 'f7e8', 'f7g6', 'd7f8', 'd7b8', 'd7b6', 'd7e5', 'd7c5', 'e4g6', 'e4f5', 'e4f3', 'e4d3', 'e4g2', 'e4c2', 'e4b1', 'h7h6', 'g7g6', 'b7b6', 'a7a6', 'f6f5', 'e6e5', 'h7h5', 'g7g5', 'b7b5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
5944,r6r/pp1n1kpp/2pBpp2/2Pp4/3P4/2PbP3/P2N1PPP/R4RK1 w - - 6 16,e4d3,f1c1,"['d6f8', 'd6b8', 'd6e7', 'd6c7', 'd6e5', 'd6f4', 'd6g3', 'd2e4', 'd2c4', 'd2f3', 'd2b3', 'd2b1', 'g1h1', 'f1e1', 'f1d1', 'f1c1', 'f1b1', 'a1e1', 'a1d1', 'a1c1', 'a1b1', 'e3e4', 'c3c4', 'h2h3', 'g2g3', 'f2f3', 'a2a3', 'h2h4', 'g2g4', 'f2f4', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
5945,r6r/pp1n1kpp/2pBpp2/2Pp4/3P4/2PbP3/P2N1PPP/R3R1K1 b - - 7 16,f1e1,b7b6,"['h8g8', 'h8f8', 'h8e8', 'h8d8', 'h8c8', 'h8b8', 'a8g8', 'a8f8', 'a8e8', 'a8d8', 'a8c8', 'a8b8', 'f7g8', 'f7e8', 'f7g6', 'd7f8', 'd7b8', 'd7b6', 'd7e5', 'd7c5', 'd3g6', 'd3a6', 'd3f5', 'd3b5', 'd3e4', 'd3c4', 'd3e2', 'd3c2', 'd3f1', 'd3b1', 'h7h6', 'g7g6', 'b7b6', 'a7a6', 'f6f5', 'e6e5', 'h7h5', 'g7g5', 'b7b5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
5946,r6r/pp1n1kpp/2pB1p2/2Ppp3/3P4/2PbP3/P2N1PPP/R3R1K1 w - - 0 17,e6e5,e3e4,"['d6f8', 'd6b8', 'd6e7', 'd6c7', 'd6e5', 'd2e4', 'd2c4', 'd2f3', 'd2b3', 'd2f1', 'd2b1', 'g1h1', 'e1e2', 'e1f1', 'e1d1', 'e1c1', 'e1b1', 'a1d1', 'a1c1', 'a1b1', 'd4e5', 'e3e4', 'c3c4', 'h2h3', 'g2g3', 'f2f3', 'a2a3', 'h2h4', 'g2g4', 'f2f4', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
5947,r6r/pp1n1kpp/2pB1p2/2Ppp3/3P4/P1PbP3/3N1PPP/R3R1K1 b - - 0 17,a2a3,h8e8,"['h8g8', 'h8f8', 'h8e8', 'h8d8', 'h8c8', 'h8b8', 'a8g8', 'a8f8', 'a8e8', 'a8d8', 'a8c8', 'a8b8', 'f7g8', 'f7e8', 'f7g6', 'f7e6', 'd7f8', 'd7b8', 'd7b6', 'd7c5', 'd3g6', 'd3a6', 'd3f5', 'd3b5', 'd3e4', 'd3c4', 'd3e2', 'd3c2', 'd3f1', 'd3b1', 'e5d4', 'h7h6', 'g7g6', 'b7b6', 'a7a6', 'f6f5', 'e5e4', 'h7h5', 'g7g5', 'b7b5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
5948,r6r/pp1n1kpp/2pB1p2/2Pp4/3Pp3/P1PbP3/3N1PPP/R3R1K1 w - - 0 18,e5e4,e1c1,"['d6f8', 'd6b8', 'd6e7', 'd6c7', 'd6e5', 'd6f4', 'd6g3', 'd2e4', 'd2c4', 'd2f3', 'd2b3', 'd2f1', 'd2b1', 'g1h1', 'e1e2', 'e1f1', 'e1d1', 'e1c1', 'e1b1', 'a1a2', 'a1d1', 'a1c1', 'a1b1', 'c3c4', 'a3a4', 'h2h3', 'g2g3', 'f2f3', 'h2h4', 'g2g4', 'f2f4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
5949,r6r/pp1n1kpp/2pB1p2/2Pp4/3Pp3/P1PbPP2/3N2PP/R3R1K1 b - - 0 18,f2f3,b7b6,"['h8g8', 'h8f8', 'h8e8', 'h8d8', 'h8c8', 'h8b8', 'a8g8', 'a8f8', 'a8e8', 'a8d8', 'a8c8', 'a8b8', 'f7g8', 'f7e8', 'f7g6', 'f7e6', 'd7f8', 'd7b8', 'd7b6', 'd7e5', 'd7c5', 'd3a6', 'd3b5', 'd3c4', 'd3e2', 'd3c2', 'd3f1', 'd3b1', 'e4f3', 'h7h6', 'g7g6', 'b7b6', 'a7a6', 'f6f5', 'h7h5', 'g7g5', 'b7b5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
5950,r6r/pp1n1kpp/2pB1p2/2Pp4/3P4/P1PbPp2/3N2PP/R3R1K1 w - - 0 19,e4f3,g2f3,"['d6f8', 'd6b8', 'd6e7', 'd6c7', 'd6e5', 'd6f4', 'd6g3', 'd2e4', 'd2c4', 'd2f3', 'd2b3', 'd2f1', 'd2b1', 'g1f2', 'g1h1', 'e1e2', 'e1f1', 'e1d1', 'e1c1', 'e1b1', 'a1a2', 'a1d1', 'a1c1', 'a1b1', 'g2f3', 'e3e4', 'c3c4', 'a3a4', 'h2h3', 'g2g3', 'h2h4', 'g2g4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
5951,r6r/pp1n1kpp/2pB1p2/2Pp4/3P4/P1PbPN2/6PP/R3R1K1 b - - 0 19,d2f3,h8e8,"['h8g8', 'h8f8', 'h8e8', 'h8d8', 'h8c8', 'h8b8', 'a8g8', 'a8f8', 'a8e8', 'a8d8', 'a8c8', 'a8b8', 'f7g8', 'f7e8', 'f7g6', 'f7e6', 'd7f8', 'd7b8', 'd7b6', 'd7e5', 'd7c5', 'd3g6', 'd3a6', 'd3f5', 'd3b5', 'd3e4', 'd3c4', 'd3e2', 'd3c2', 'd3f1', 'd3b1', 'h7h6', 'g7g6', 'b7b6', 'a7a6', 'f6f5', 'h7h5', 'g7g5', 'b7b5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
5952,r3r3/pp1n1kpp/2pB1p2/2Pp4/3P4/P1PbPN2/6PP/R3R1K1 w - - 1 20,h8e8,a3a4,"['d6f8', 'd6b8', 'd6e7', 'd6c7', 'd6e5', 'd6f4', 'd6g3', 'f3g5', 'f3e5', 'f3h4', 'f3d2', 'g1f2', 'g1h1', 'e1e2', 'e1f1', 'e1d1', 'e1c1', 'e1b1', 'a1a2', 'a1d1', 'a1c1', 'a1b1', 'e3e4', 'c3c4', 'a3a4', 'h2h3', 'g2g3', 'h2h4', 'g2g4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
5953,r3r3/pp1n1kpp/2pB1p2/2Pp4/3P4/P1PbPN2/5KPP/R3R3 b - - 2 20,g1f2,b7b6,"['e8h8', 'e8g8', 'e8f8', 'e8d8', 'e8c8', 'e8b8', 'e8e7', 'e8e6', 'e8e5', 'e8e4', 'e8e3', 'a8d8', 'a8c8', 'a8b8', 'f7g8', 'f7g6', 'f7e6', 'd7f8', 'd7b8', 'd7b6', 'd7e5', 'd7c5', 'd3g6', 'd3a6', 'd3f5', 'd3b5', 'd3e4', 'd3c4', 'd3e2', 'd3c2', 'd3f1', 'd3b1', 'h7h6', 'g7g6', 'b7b6', 'a7a6', 'f6f5', 'h7h5', 'g7g5', 'b7b5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
5954,r7/pp1n1kpp/2pBrp2/2Pp4/3P4/P1PbPN2/5KPP/R3R3 w - - 3 21,e8e6,a3a4,"['d6f8', 'd6b8', 'd6e7', 'd6c7', 'd6e5', 'd6f4', 'd6g3', 'f3g5', 'f3e5', 'f3h4', 'f3d2', 'f3g1', 'f2g3', 'f2g1', 'e1e2', 'e1h1', 'e1g1', 'e1f1', 'e1d1', 'e1c1', 'e1b1', 'a1a2', 'a1d1', 'a1c1', 'a1b1', 'e3e4', 'c3c4', 'a3a4', 'h2h3', 'g2g3', 'h2h4', 'g2g4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
5955,r7/pp1n1kpp/2pBrp2/2Pp4/3P4/P1PbPN2/5KPP/2R1R3 b - - 4 21,a1c1,d7b6,"['a8h8', 'a8g8', 'a8f8', 'a8e8', 'a8d8', 'a8c8', 'a8b8', 'f7g8', 'f7e8', 'f7g6', 'd7f8', 'd7b8', 'd7b6', 'd7e5', 'd7c5', 'e6e8', 'e6e7', 'e6d6', 'e6e5', 'e6e4', 'e6e3', 'd3g6', 'd3a6', 'd3f5', 'd3b5', 'd3e4', 'd3c4', 'd3e2', 'd3c2', 'd3f1', 'd3b1', 'h7h6', 'g7g6', 'b7b6', 'a7a6', 'f6f5', 'h7h5', 'g7g5', 'b7b5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
5956,r7/p2n1kpp/2pBrp2/1pPp4/3P4/P1PbPN2/5KPP/2R1R3 w - b6 0 22,b7b5,c1a1,"['d6f8', 'd6b8', 'd6e7', 'd6c7', 'd6e5', 'd6f4', 'd6g3', 'f3g5', 'f3e5', 'f3h4', 'f3d2', 'f3g1', 'f2g3', 'f2g1', 'e1e2', 'e1h1', 'e1g1', 'e1f1', 'e1d1', 'c1c2', 'c1d1', 'c1b1', 'c1a1', 'e3e4', 'c3c4', 'a3a4', 'h2h3', 'g2g3', 'h2h4', 'g2g4', 'c5b6', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
5957,r7/p2n1kpp/2pBrp2/1pPp4/3P4/P1PbPN2/5KPP/2RR4 b - - 1 22,e1d1,d3f5,"['a8h8', 'a8g8', 'a8f8', 'a8e8', 'a8d8', 'a8c8', 'a8b8', 'f7g8', 'f7e8', 'f7g6', 'd7f8', 'd7b8', 'd7b6', 'd7e5', 'd7c5', 'e6e8', 'e6e7', 'e6d6', 'e6e5', 'e6e4', 'e6e3', 'd3g6', 'd3f5', 'd3e4', 'd3c4', 'd3e2', 'd3c2', 'd3f1', 'd3b1', 'h7h6', 'g7g6', 'a7a6', 'f6f5', 'b5b4', 'h7h5', 'g7g5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
5958,r7/p2n1kpp/2pBrpb1/1pPp4/3P4/P1P1PN2/5KPP/2RR4 w - - 2 23,d3g6,a3a4,"['d6f8', 'd6b8', 'd6e7', 'd6c7', 'd6e5', 'd6f4', 'd6g3', 'f3g5', 'f3e5', 'f3h4', 'f3d2', 'f3g1', 'f3e1', 'f2g3', 'f2e2', 'f2g1', 'f2f1', 'f2e1', 'd1d3', 'd1d2', 'd1h1', 'd1g1', 'd1f1', 'd1e1', 'c1c2', 'c1b1', 'c1a1', 'e3e4', 'c3c4', 'a3a4', 'h2h3', 'g2g3', 'h2h4', 'g2g4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
5959,r7/p2n1kpp/2pBrpb1/1pPp4/3P4/P1P1PN2/3R1KPP/2R5 b - - 3 23,d1d2,d7b6,"['a8h8', 'a8g8', 'a8f8', 'a8e8', 'a8d8', 'a8c8', 'a8b8', 'f7g8', 'f7e8', 'd7f8', 'd7b8', 'd7b6', 'd7e5', 'd7c5', 'g6h5', 'g6f5', 'g6e4', 'g6d3', 'g6c2', 'g6b1', 'e6e8', 'e6e7', 'e6d6', 'e6e5', 'e6e4', 'e6e3', 'h7h6', 'a7a6', 'f6f5', 'b5b4', 'h7h5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
5960,4r3/p2n1kpp/2pBrpb1/1pPp4/3P4/P1P1PN2/3R1KPP/2R5 w - - 4 24,a8e8,a3a4,"['d6f8', 'd6b8', 'd6e7', 'd6c7', 'd6e5', 'd6f4', 'd6g3', 'f3g5', 'f3e5', 'f3h4', 'f3g1', 'f3e1', 'f2g3', 'f2e2', 'f2g1', 'f2f1', 'f2e1', 'd2d3', 'd2e2', 'd2c2', 'd2b2', 'd2a2', 'd2d1', 'c1c2', 'c1h1', 'c1g1', 'c1f1', 'c1e1', 'c1d1', 'c1b1', 'c1a1', 'e3e4', 'c3c4', 'a3a4', 'h2h3', 'g2g3', 'h2h4', 'g2g4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
5961,4r3/p2n1kpp/2pBrpb1/1pPp4/3P4/P1P1PN2/4RKPP/2R5 b - - 5 24,d2e2,g6d3,"['e8h8', 'e8g8', 'e8f8', 'e8d8', 'e8c8', 'e8b8', 'e8a8', 'e8e7', 'f7g8', 'd7f8', 'd7b8', 'd7b6', 'd7e5', 'd7c5', 'g6h5', 'g6f5', 'g6e4', 'g6d3', 'g6c2', 'g6b1', 'e6e7', 'e6d6', 'e6e5', 'e6e4', 'e6e3', 'h7h6', 'a7a6', 'f6f5', 'b5b4', 'h7h5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
5962,4r3/p2n1kp1/2pBrpbp/1pPp4/3P4/P1P1PN2/4RKPP/2R5 w - - 0 25,h7h6,a3a4,"['d6f8', 'd6b8', 'd6e7', 'd6c7', 'd6e5', 'd6f4', 'd6g3', 'f3g5', 'f3e5', 'f3h4', 'f3d2', 'f3g1', 'f3e1', 'f2g3', 'f2g1', 'f2f1', 'f2e1', 'e2d2', 'e2c2', 'e2b2', 'e2a2', 'e2e1', 'c1c2', 'c1h1', 'c1g1', 'c1f1', 'c1e1', 'c1d1', 'c1b1', 'c1a1', 'e3e4', 'c3c4', 'a3a4', 'h2h3', 'g2g3', 'h2h4', 'g2g4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
5963,4r3/p2n1kp1/2pBrpbp/1pPp4/3P4/P1P1PN2/4RKPP/R7 b - - 1 25,c1a1,g6d3,"['e8h8', 'e8g8', 'e8f8', 'e8d8', 'e8c8', 'e8b8', 'e8a8', 'e8e7', 'f7g8', 'd7f8', 'd7b8', 'd7b6', 'd7e5', 'd7c5', 'g6h7', 'g6h5', 'g6f5', 'g6e4', 'g6d3', 'g6c2', 'g6b1', 'e6e7', 'e6d6', 'e6e5', 'e6e4', 'e6e3', 'a7a6', 'h6h5', 'f6f5', 'b5b4', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
5964,4r3/3n1kp1/p1pBrpbp/1pPp4/3P4/P1P1PN2/4RKPP/R7 w - - 0 26,a7a6,a3a4,"['d6f8', 'd6b8', 'd6e7', 'd6c7', 'd6e5', 'd6f4', 'd6g3', 'f3g5', 'f3e5', 'f3h4', 'f3d2', 'f3g1', 'f3e1', 'f2g3', 'f2g1', 'f2f1', 'f2e1', 'e2d2', 'e2c2', 'e2b2', 'e2a2', 'e2e1', 'a1a2', 'a1h1', 'a1g1', 'a1f1', 'a1e1', 'a1d1', 'a1c1', 'a1b1', 'e3e4', 'c3c4', 'a3a4', 'h2h3', 'g2g3', 'h2h4', 'g2g4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
5965,4r3/3n1kp1/p1pBrpbp/1pPp4/P2P4/2P1PN2/4RKPP/R7 b - - 0 26,a3a4,g6d3,"['e8h8', 'e8g8', 'e8f8', 'e8d8', 'e8c8', 'e8b8', 'e8a8', 'e8e7', 'f7g8', 'd7f8', 'd7b8', 'd7b6', 'd7e5', 'd7c5', 'g6h7', 'g6h5', 'g6f5', 'g6e4', 'g6d3', 'g6c2', 'g6b1', 'e6e7', 'e6d6', 'e6e5', 'e6e4', 'e6e3', 'b5a4', 'h6h5', 'f6f5', 'a6a5', 'b5b4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
