,fens,moves,target_moves,LEGAL_MOVES
944,8/6bk/4bnNp/1Np2r1n/2P5/7P/3B1PP1/4RBK1 b - - 0 27,e5g6,e6c4,"['h7g8', 'h7g6', 'g7h8', 'g7f8', 'f6g8', 'f6e8', 'f6d7', 'f6d5', 'f6g4', 'f6e4', 'e6g8', 'e6c8', 'e6f7', 'e6d7', 'e6d5', 'e6c4', 'h5f4', 'h5g3', 'f5g5', 'f5e5', 'f5d5', 'f5f4', 'f5f3', 'f5f2', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
945,8/6bk/5nNp/1Np2r1n/2b5/7P/3B1PP1/4RBK1 w - - 0 28,e6c4,f1c4,"['g6h8', 'g6f8', 'g6e7', 'g6e5', 'g6h4', 'g6f4', 'b5c7', 'b5a7', 'b5d6', 'b5d4', 'b5c3', 'b5a3', 'd2h6', 'd2g5', 'd2a5', 'd2f4', 'd2b4', 'd2e3', 'd2c3', 'd2c1', 'g1h2', 'g1h1', 'f1c4', 'f1d3', 'f1e2', 'e1e8', 'e1e7', 'e1e6', 'e1e5', 'e1e4', 'e1e3', 'e1e2', 'e1d1', 'e1c1', 'e1b1', 'e1a1', 'h3h4', 'g2g3', 'f2f3', 'g2g4', 'f2f4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
946,8/4N1bk/5n1p/1Np2r1n/2b5/7P/3B1PP1/4RBK1 b - - 1 28,g6e7,f5f2,"['h7h8', 'g7h8', 'g7f8', 'f6g8', 'f6e8', 'f6d7', 'f6d5', 'f6g4', 'f6e4', 'h5f4', 'h5g3', 'f5g5', 'f5e5', 'f5d5', 'f5f4', 'f5f3', 'f5f2', 'c4g8', 'c4f7', 'c4e6', 'c4d5', 'c4b5', 'c4d3', 'c4b3', 'c4e2', 'c4a2', 'c4f1', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
947,8/4N1bk/5n1p/1Np2r1n/8/7P/3B1PP1/4RbK1 w - - 0 29,c4f1,g1f1,"['e7g8', 'e7c8', 'e7g6', 'e7c6', 'e7f5', 'e7d5', 'b5c7', 'b5a7', 'b5d6', 'b5d4', 'b5c3', 'b5a3', 'd2h6', 'd2g5', 'd2a5', 'd2f4', 'd2b4', 'd2e3', 'd2c3', 'd2c1', 'g1h2', 'g1h1', 'g1f1', 'e1e6', 'e1e5', 'e1e4', 'e1e3', 'e1e2', 'e1f1', 'e1d1', 'e1c1', 'e1b1', 'e1a1', 'h3h4', 'g2g3', 'f2f3', 'g2g4', 'f2f4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
948,8/4N1bk/5n1p/1Np2r1n/8/7P/3B1PP1/4RK2 b - - 0 29,g1f1,h5g3,"['h7h8', 'g7h8', 'g7f8', 'f6g8', 'f6e8', 'f6d7', 'f6d5', 'f6g4', 'f6e4', 'h5f4', 'h5g3', 'f5g5', 'f5e5', 'f5d5', 'f5f4', 'f5f3', 'f5f2', 'c5c4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
949,8/4N1bk/5n1p/1Np3rn/8/7P/3B1PP1/4RK2 w - - 1 30,f5g5,d2g5,"['e7g8', 'e7c8', 'e7g6', 'e7c6', 'e7f5', 'e7d5', 'b5c7', 'b5a7', 'b5d6', 'b5d4', 'b5c3', 'b5a3', 'd2g5', 'd2a5', 'd2f4', 'd2b4', 'd2e3', 'd2c3', 'd2c1', 'f1e2', 'f1g1', 'e1e6', 'e1e5', 'e1e4', 'e1e3', 'e1e2', 'e1d1', 'e1c1', 'e1b1', 'e1a1', 'h3h4', 'g2g3', 'f2f3', 'g2g4', 'f2f4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
950,8/4N1bk/5n1p/1Np3Bn/8/7P/5PP1/4RK2 b - - 0 30,d2g5,h6g5,"['h7h8', 'g7h8', 'g7f8', 'f6g8', 'f6e8', 'f6d7', 'f6d5', 'f6g4', 'f6e4', 'h5f4', 'h5g3', 'h6g5', 'c5c4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
951,8/4N1bk/5n2/1Np3pn/8/7P/5PP1/4RK2 w - - 0 31,h6g5,e1e5,"['e7g8', 'e7c8', 'e7g6', 'e7c6', 'e7f5', 'e7d5', 'b5c7', 'b5a7', 'b5d6', 'b5d4', 'b5c3', 'b5a3', 'f1e2', 'f1g1', 'e1e6', 'e1e5', 'e1e4', 'e1e3', 'e1e2', 'e1d1', 'e1c1', 'e1b1', 'e1a1', 'h3h4', 'g2g3', 'f2f3', 'g2g4', 'f2f4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
952,8/6bk/5n2/1Np2Npn/8/7P/5PP1/4RK2 b - - 1 31,e7f5,g5g4,"['h7h8', 'h7g8', 'h7g6', 'g7h8', 'g7f8', 'g7h6', 'f6g8', 'f6e8', 'f6d7', 'f6d5', 'f6g4', 'f6e4', 'h5f4', 'h5g3', 'g5g4', 'c5c4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
953,8/6bk/8/1Npn1Npn/8/7P/5PP1/4RK2 w - - 2 32,f6d5,f5g7,"['f5g7', 'f5e7', 'f5h6', 'f5d6', 'f5h4', 'f5d4', 'f5g3', 'f5e3', 'b5c7', 'b5a7', 'b5d6', 'b5d4', 'b5c3', 'b5a3', 'f1e2', 'f1g1', 'e1e8', 'e1e7', 'e1e6', 'e1e5', 'e1e4', 'e1e3', 'e1e2', 'e1d1', 'e1c1', 'e1b1', 'e1a1', 'h3h4', 'g2g3', 'f2f3', 'g2g4', 'f2f4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
954,8/6Nk/8/1Npn2pn/8/7P/5PP1/4RK2 b - - 0 32,f5g7,h7g7,"['h7h8', 'h7g8', 'h7g7', 'h7h6', 'h7g6', 'h5g7', 'h5f6', 'h5f4', 'h5g3', 'd5e7', 'd5c7', 'd5f6', 'd5b6', 'd5f4', 'd5b4', 'd5e3', 'd5c3', 'g5g4', 'c5c4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
955,8/6nk/8/1Npn2p1/8/7P/5PP1/4RK2 w - - 0 33,h5g7,e1e5,"['b5c7', 'b5a7', 'b5d6', 'b5d4', 'b5c3', 'b5a3', 'f1e2', 'f1g1', 'e1e8', 'e1e7', 'e1e6', 'e1e5', 'e1e4', 'e1e3', 'e1e2', 'e1d1', 'e1c1', 'e1b1', 'e1a1', 'h3h4', 'g2g3', 'f2f3', 'g2g4', 'f2f4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
956,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,start,d2d4,"['g1h3', 'g1f3', 'b1c3', 'b1a3', 'h2h3', 'g2g3', 'f2f3', 'e2e3', 'd2d3', 'c2c3', 'b2b3', 'a2a3', 'h2h4', 'g2g4', 'f2f4', 'e2e4', 'd2d4', 'c2c4', 'b2b4', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
957,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,d2d4,g8f6,"['g8h6', 'g8f6', 'b8c6', 'b8a6', 'h7h6', 'g7g6', 'f7f6', 'e7e6', 'd7d6', 'c7c6', 'b7b6', 'a7a6', 'h7h5', 'g7g5', 'f7f5', 'e7e5', 'd7d5', 'c7c5', 'b7b5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
958,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,g8f6,c2c4,"['g1h3', 'g1f3', 'e1d2', 'd1d3', 'd1d2', 'c1h6', 'c1g5', 'c1f4', 'c1e3', 'c1d2', 'b1c3', 'b1a3', 'b1d2', 'd4d5', 'h2h3', 'g2g3', 'f2f3', 'e2e3', 'c2c3', 'b2b3', 'a2a3', 'h2h4', 'g2g4', 'f2f4', 'e2e4', 'c2c4', 'b2b4', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
959,rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,c2c4,e7e6,"['h8g8', 'b8c6', 'b8a6', 'f6g8', 'f6h5', 'f6d5', 'f6g4', 'f6e4', 'h7h6', 'g7g6', 'e7e6', 'd7d6', 'c7c6', 'b7b6', 'a7a6', 'h7h5', 'g7g5', 'e7e5', 'd7d5', 'c7c5', 'b7b5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
960,rnbqkb1r/pppp1ppp/4pn2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,e7e6,g1f3,"['g1h3', 'g1f3', 'e1d2', 'd1a4', 'd1d3', 'd1b3', 'd1d2', 'd1c2', 'c1h6', 'c1g5', 'c1f4', 'c1e3', 'c1d2', 'b1c3', 'b1a3', 'b1d2', 'd4d5', 'c4c5', 'h2h3', 'g2g3', 'f2f3', 'e2e3', 'b2b3', 'a2a3', 'h2h4', 'g2g4', 'f2f4', 'e2e4', 'b2b4', 'a2a4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
961,rnbqkb1r/pppp1ppp/4pn2/8/2PP4/P7/1P2PPPP/RNBQKBNR b KQkq - 0 3,a2a3,d7d5,"['h8g8', 'f8e7', 'f8d6', 'f8c5', 'f8b4', 'f8a3', 'e8e7', 'd8e7', 'b8c6', 'b8a6', 'f6g8', 'f6h5', 'f6d5', 'f6g4', 'f6e4', 'h7h6', 'g7g6', 'd7d6', 'c7c6', 'b7b6', 'a7a6', 'e6e5', 'h7h5', 'g7g5', 'd7d5', 'c7c5', 'b7b5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
962,rnbqkb1r/p1pp1ppp/1p2pn2/8/2PP4/P7/1P2PPPP/RNBQKBNR w KQkq - 0 4,b7b6,b1c3,"['g1h3', 'g1f3', 'e1d2', 'd1a4', 'd1d3', 'd1b3', 'd1d2', 'd1c2', 'c1h6', 'c1g5', 'c1f4', 'c1e3', 'c1d2', 'b1c3', 'b1d2', 'a1a2', 'd4d5', 'c4c5', 'a3a4', 'h2h3', 'g2g3', 'f2f3', 'e2e3', 'b2b3', 'h2h4', 'g2g4', 'f2f4', 'e2e4', 'b2b4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
963,rnbqkb1r/p1pp1ppp/1p2pn2/8/2PP4/P1N5/1P2PPPP/R1BQKBNR b KQkq - 1 4,b1c3,d7d5,"['h8g8', 'f8e7', 'f8d6', 'f8c5', 'f8b4', 'f8a3', 'e8e7', 'd8e7', 'c8b7', 'c8a6', 'b8c6', 'b8a6', 'f6g8', 'f6h5', 'f6d5', 'f6g4', 'f6e4', 'h7h6', 'g7g6', 'd7d6', 'c7c6', 'a7a6', 'e6e5', 'b6b5', 'h7h5', 'g7g5', 'd7d5', 'c7c5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
964,rn1qkb1r/pbpp1ppp/1p2pn2/8/2PP4/P1N5/1P2PPPP/R1BQKBNR w KQkq - 2 5,c8b7,d4d5,"['c3d5', 'c3b5', 'c3e4', 'c3a4', 'c3a2', 'c3b1', 'g1h3', 'g1f3', 'e1d2', 'd1a4', 'd1d3', 'd1b3', 'd1d2', 'd1c2', 'c1h6', 'c1g5', 'c1f4', 'c1e3', 'c1d2', 'a1a2', 'a1b1', 'd4d5', 'c4c5', 'a3a4', 'h2h3', 'g2g3', 'f2f3', 'e2e3', 'b2b3', 'h2h4', 'g2g4', 'f2f4', 'e2e4', 'b2b4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
965,rn1qkb1r/pbpp1ppp/1p2pn2/8/2PP4/P1N2N2/1P2PPPP/R1BQKB1R b KQkq - 3 5,g1f3,d7d5,"['h8g8', 'f8e7', 'f8d6', 'f8c5', 'f8b4', 'f8a3', 'e8e7', 'd8c8', 'd8e7', 'b8c6', 'b8a6', 'b7c8', 'b7c6', 'b7a6', 'b7d5', 'b7e4', 'b7f3', 'f6g8', 'f6h5', 'f6d5', 'f6g4', 'f6e4', 'h7h6', 'g7g6', 'd7d6', 'c7c6', 'a7a6', 'e6e5', 'b6b5', 'h7h5', 'g7g5', 'd7d5', 'c7c5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
966,rn1qk2r/pbppbppp/1p2pn2/8/2PP4/P1N2N2/1P2PPPP/R1BQKB1R w KQkq - 4 6,f8e7,d4d5,"['f3g5', 'f3e5', 'f3h4', 'f3d2', 'f3g1', 'c3d5', 'c3b5', 'c3e4', 'c3a4', 'c3a2', 'c3b1', 'h1g1', 'e1d2', 'd1a4', 'd1d3', 'd1b3', 'd1d2', 'd1c2', 'c1h6', 'c1g5', 'c1f4', 'c1e3', 'c1d2', 'a1a2', 'a1b1', 'd4d5', 'c4c5', 'a3a4', 'h2h3', 'g2g3', 'e2e3', 'b2b3', 'h2h4', 'g2g4', 'e2e4', 'b2b4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
967,rn1qk2r/pbppbppp/1p2pn2/6B1/2PP4/P1N2N2/1P2PPPP/R2QKB1R b KQkq - 5 6,c1g5,c7c5,"['h8g8', 'h8f8', 'e8f8', 'd8c8', 'b8c6', 'b8a6', 'e7f8', 'e7d6', 'e7c5', 'e7b4', 'e7a3', 'b7c8', 'b7c6', 'b7a6', 'b7d5', 'b7e4', 'b7f3', 'f6g8', 'f6h5', 'f6d5', 'f6g4', 'f6e4', 'e8g8', 'h7h6', 'g7g6', 'd7d6', 'c7c6', 'a7a6', 'e6e5', 'b6b5', 'h7h5', 'd7d5', 'c7c5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
968,rn1qk2r/pbp1bppp/1p1ppn2/6B1/2PP4/P1N2N2/1P2PPPP/R2QKB1R w KQkq - 0 7,d7d6,e2e3,"['g5h6', 'g5f6', 'g5h4', 'g5f4', 'g5e3', 'g5d2', 'g5c1', 'f3e5', 'f3h4', 'f3d2', 'f3g1', 'c3d5', 'c3b5', 'c3e4', 'c3a4', 'c3a2', 'c3b1', 'h1g1', 'e1d2', 'd1a4', 'd1d3', 'd1b3', 'd1d2', 'd1c2', 'd1c1', 'd1b1', 'a1a2', 'a1c1', 'a1b1', 'd4d5', 'c4c5', 'a3a4', 'h2h3', 'g2g3', 'e2e3', 'b2b3', 'h2h4', 'g2g4', 'e2e4', 'b2b4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
969,rn1qk2r/pbp1bppp/1p1ppB2/8/2PP4/P1N2N2/1P2PPPP/R2QKB1R b KQkq - 0 7,g5f6,e7f6,"['h8g8', 'h8f8', 'e8f8', 'e8d7', 'd8c8', 'd8d7', 'b8d7', 'b8c6', 'b8a6', 'e7f8', 'e7f6', 'b7c8', 'b7c6', 'b7a6', 'b7d5', 'b7e4', 'b7f3', 'e8g8', 'g7f6', 'h7h6', 'g7g6', 'c7c6', 'a7a6', 'e6e5', 'd6d5', 'b6b5', 'h7h5', 'g7g5', 'c7c5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
970,rn1qk2r/pbp2ppp/1p1ppb2/8/2PP4/P1N2N2/1P2PPPP/R2QKB1R w KQkq - 0 8,e7f6,e2e3,"['f3g5', 'f3e5', 'f3h4', 'f3d2', 'f3g1', 'c3d5', 'c3b5', 'c3e4', 'c3a4', 'c3a2', 'c3b1', 'h1g1', 'e1d2', 'd1a4', 'd1d3', 'd1b3', 'd1d2', 'd1c2', 'd1c1', 'd1b1', 'a1a2', 'a1c1', 'a1b1', 'd4d5', 'c4c5', 'a3a4', 'h2h3', 'g2g3', 'e2e3', 'b2b3', 'h2h4', 'g2g4', 'e2e4', 'b2b4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
971,rn1qk2r/pbp2ppp/1p1ppb2/8/2PPP3/P1N2N2/1P3PPP/R2QKB1R b KQkq - 0 8,e2e4,g7g5,"['h8g8', 'h8f8', 'e8f8', 'e8e7', 'e8d7', 'd8c8', 'd8e7', 'd8d7', 'b8d7', 'b8c6', 'b8a6', 'b7c8', 'b7c6', 'b7a6', 'b7d5', 'b7e4', 'f6e7', 'f6g5', 'f6e5', 'f6h4', 'f6d4', 'e8g8', 'h7h6', 'g7g6', 'c7c6', 'a7a6', 'e6e5', 'd6d5', 'b6b5', 'h7h5', 'g7g5', 'c7c5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
972,r2qk2r/pbpn1ppp/1p1ppb2/8/2PPP3/P1N2N2/1P3PPP/R2QKB1R w KQkq - 1 9,b8d7,f1e2,"['f3g5', 'f3e5', 'f3h4', 'f3d2', 'f3g1', 'c3d5', 'c3b5', 'c3a4', 'c3e2', 'c3a2', 'c3b1', 'h1g1', 'f1d3', 'f1e2', 'e1e2', 'e1d2', 'd1a4', 'd1d3', 'd1b3', 'd1e2', 'd1d2', 'd1c2', 'd1c1', 'd1b1', 'a1a2', 'a1c1', 'a1b1', 'e4e5', 'd4d5', 'c4c5', 'a3a4', 'h2h3', 'g2g3', 'b2b3', 'h2h4', 'g2g4', 'b2b4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
973,r2qk2r/pbpn1ppp/1p1ppb2/8/2PPP3/P1NB1N2/1P3PPP/R2QK2R b KQkq - 2 9,f1d3,g7g5,"['h8g8', 'h8f8', 'e8f8', 'e8e7', 'd8c8', 'd8b8', 'd8e7', 'a8c8', 'a8b8', 'd7f8', 'd7b8', 'd7e5', 'd7c5', 'b7c8', 'b7c6', 'b7a6', 'b7d5', 'b7e4', 'f6e7', 'f6g5', 'f6e5', 'f6h4', 'f6d4', 'e8g8', 'h7h6', 'g7g6', 'c7c6', 'a7a6', 'e6e5', 'd6d5', 'b6b5', 'h7h5', 'g7g5', 'c7c5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
974,r2qk2r/pb1n1ppp/1p1ppb2/2p5/2PPP3/P1NB1N2/1P3PPP/R2QK2R w KQkq - 0 10,c7c5,d4d5,"['f3g5', 'f3e5', 'f3h4', 'f3d2', 'f3g1', 'd3e2', 'd3c2', 'd3f1', 'd3b1', 'c3d5', 'c3b5', 'c3a4', 'c3e2', 'c3a2', 'c3b1', 'h1g1', 'h1f1', 'e1e2', 'e1d2', 'e1f1', 'd1a4', 'd1b3', 'd1e2', 'd1d2', 'd1c2', 'd1c1', 'd1b1', 'a1a2', 'a1c1', 'a1b1', 'e1g1', 'd4c5', 'e4e5', 'd4d5', 'a3a4', 'h2h3', 'g2g3', 'b2b3', 'h2h4', 'g2g4', 'b2b4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
975,r2qk2r/pb1n1ppp/1p1ppb2/1Np5/2PPP3/P2B1N2/1P3PPP/R2QK2R b KQkq - 1 10,c3b5,d8b8,"['h8g8', 'h8f8', 'e8f8', 'e8e7', 'd8c8', 'd8b8', 'd8e7', 'd8c7', 'a8c8', 'a8b8', 'd7f8', 'd7b8', 'd7e5', 'b7c8', 'b7c6', 'b7a6', 'b7d5', 'b7e4', 'f6e7', 'f6g5', 'f6e5', 'f6h4', 'f6d4', 'e8g8', 'c5d4', 'h7h6', 'g7g6', 'a7a6', 'e6e5', 'd6d5', 'h7h5', 'g7g5', 'a7a5', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
976,rq2k2r/pb1n1ppp/1p1ppb2/1Np5/2PPP3/P2B1N2/1P3PPP/R2QK2R w KQkq - 2 11,d8b8,d4d5,"['b5c7', 'b5a7', 'b5d6', 'b5c3', 'f3g5', 'f3e5', 'f3h4', 'f3d2', 'f3g1', 'd3e2', 'd3c2', 'd3f1', 'd3b1', 'h1g1', 'h1f1', 'e1e2', 'e1d2', 'e1f1', 'd1a4', 'd1b3', 'd1e2', 'd1d2', 'd1c2', 'd1c1', 'd1b1', 'a1a2', 'a1c1', 'a1b1', 'e1g1', 'd4c5', 'e4e5', 'd4d5', 'a3a4', 'h2h3', 'g2g3', 'b2b3', 'h2h4', 'g2g4', 'b2b4', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end', 'end']"
